Project_ID,Project_Type,Location,Area_Impacted,Air_Emissions,Water_Pollution,Habitat_Loss,Carbon_Footprint,Mitigation_Plan,Impact_Score,Budget,Duration,Stakeholders,Public_Acceptance,Sustainability_Practices,States,States_Code
Project_393,Water Management,City_E,75.88,184.24,30.26,7.39,2708.06,Planned,66.95,8074499,48,"['Local Community', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Nevada,NV
Project_394,Transportation,City_D,40.38,964.02,37.57,8.87,5605.42,Not Applicable,59.13,4353819,59,"['Local Community', 'Environmental Organization', 'Private Sector']",Low,"['Energy Efficiency', 'Energy Efficiency']",New Hampshire,NH
Project_395,Construction,City_E,13.65,930.44,27.57,2.5,1053.17,Planned,94.98,2456758,8,"['Local Community', 'Local Community', 'Environmental Organization']",High,"['Waste Management', 'Energy Efficiency']",New Jersey,NJ
Project_396,Transportation,City_C,37.33,565.52,16.27,3.69,9311.92,Implemented,51.35,5058682,43,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Green Infrastructure', 'Green Infrastructure']",New Mexico,NM
Project_397,Water Management,City_C,84.38,979.52,10.17,3.04,7434.44,Planned,70.25,1765742,47,"['Government', 'Government', 'Private Sector']",Low,"['Renewable Energy', 'Waste Management']",New York,NY
Project_398,Construction,City_A,73.74,973.39,64.74,5.77,1244.13,Implemented,71.58,971377,50,"['Private Sector', 'Private Sector', 'Government']",High,"['Green Infrastructure', 'Renewable Energy']",North Carolina,NC
Project_399,Construction,City_D,40.11,780.98,70.63,6.33,7148.22,Implemented,52.59,2066488,58,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Renewable Energy']",North Dakota,ND
Project_400,Transportation,City_D,23.57,556.43,30.62,5.26,7208.35,Implemented,16.26,794212,16,"['Private Sector', 'Private Sector', 'Local Community']",Medium,"['Green Infrastructure', 'Renewable Energy']",Ohio,OH
Project_401,Urban Development,City_D,66.53,117.63,70.07,5.27,1622.02,Planned,27.21,2265424,20,"['Private Sector', 'Government', 'Government']",Low,"['Waste Management', 'Energy Efficiency']",Oklahoma,OK
Project_402,Urban Development,City_C,33.57,488.12,82.72,1.56,6030.28,Planned,80.7,2351916,21,"['Local Community', 'Government', 'Local Community']",Low,"['Waste Management', 'Renewable Energy']",Oregon,OR
Project_403,Transportation,City_D,83.85,328.87,56.92,6.39,5638.99,Planned,37.14,2332737,7,"['Environmental Organization', 'Government', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']",Pennsylvania,PA
Project_404,Energy,City_A,32.11,437.91,95.24,2.28,1838.99,Not Applicable,90.91,9264248,46,"['Environmental Organization', 'Government', 'Private Sector']",Low,"['Waste Management', 'Waste Management']",Rhode Island,RI
Project_405,Energy,City_C,24.89,752.12,73.83,3.14,6716.9,Implemented,34.69,8768234,30,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Energy Efficiency']",South Carolina,SC
Project_406,Water Management,City_A,99.07,646.14,12.46,1.72,2268.37,Not Applicable,54.97,3046331,49,"['Environmental Organization', 'Government', 'Private Sector']",Low,"['Renewable Energy', 'Renewable Energy']",South Dakota,SD
Project_407,Energy,City_B,44.26,762.91,62.18,3.74,2298.03,Planned,26.04,8566459,38,"['Private Sector', 'Environmental Organization', 'Government']",Medium,"['Renewable Energy', 'Green Infrastructure']",Tennessee,TN
Project_408,Construction,City_E,29.18,598.37,90.06,7.59,9713.35,Implemented,63.02,4007499,51,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']",Texas,TX
Project_409,Construction,City_C,65.87,838.09,95.48,4.27,8526.9,Not Applicable,88.19,6454672,40,"['Local Community', 'Private Sector', 'Government']",High,"['Energy Efficiency', 'Green Infrastructure']",Utah,UT
Project_410,Energy,City_C,31.26,335.17,45.01,2.89,5833.96,Not Applicable,92.19,5033176,33,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",High,"['Waste Management', 'Waste Management']",Vermont,VT
Project_411,Urban Development,City_E,65.35,254.49,24.95,1.97,4405.68,Not Applicable,14.08,4177101,58,"['Environmental Organization', 'Government', 'Local Community']",Low,"['Renewable Energy', 'Renewable Energy']",Virginia,VA
Project_412,Urban Development,City_B,81.23,570.61,31.77,0.35,9741,Implemented,24.58,1532997,30,"['Environmental Organization', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Green Infrastructure']",Washington,WA
Project_413,Water Management,City_B,96.17,294.97,29.63,1.35,5078.44,Not Applicable,99.49,8701372,36,"['Private Sector', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Renewable Energy']",West Virginia,WV
Project_414,Construction,City_A,87.26,648.58,26.94,3.39,8379.47,Planned,76.15,5627072,50,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Low,"['Energy Efficiency', 'Renewable Energy']",Wisconsin,WI
Project_415,Transportation,City_A,63.8,432.76,71.25,1.46,4729.55,Implemented,30.65,1178470,10,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Green Infrastructure']",Wyoming,WY
Project_416,Construction,City_E,31.7,878.65,30.67,5.82,3114.13,Not Applicable,79.28,5354538,43,"['Local Community', 'Local Community', 'Private Sector']",High,"['Renewable Energy', 'Renewable Energy']",Puerto Rico,PR
Project_417,Water Management,City_E,38.24,159.93,12.32,6.38,2166.68,Implemented,71.91,3690830,53,"['Local Community', 'Environmental Organization', 'Environmental Organization']",High,"['Waste Management', 'Green Infrastructure']",Alabama,AL
Project_418,Energy,City_B,37.97,858.28,17.34,5.94,7018.3,Planned,57.16,2027050,30,"['Environmental Organization', 'Private Sector', 'Government']",Medium,"['Renewable Energy', 'Renewable Energy']",Alaska,AK
Project_419,Energy,City_B,76.55,789.55,94.14,3.86,6151.33,Not Applicable,33.66,7005243,16,"['Government', 'Environmental Organization', 'Local Community']",High,"['Waste Management', 'Renewable Energy']",Arizona,AZ
Project_420,Urban Development,City_C,28.21,827.37,52.2,0.21,8259.8,Not Applicable,79.18,6311960,19,"['Government', 'Environmental Organization', 'Private Sector']",Medium,"['Green Infrastructure', 'Waste Management']",Arkansas,AR
Project_421,Urban Development,City_C,99.24,254.44,55.99,9.45,9233.7,Planned,86.55,7375693,51,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']",California,CA
Project_422,Urban Development,City_A,40.5,806.33,22.77,4.09,9424.38,Not Applicable,73.06,1149981,14,"['Environmental Organization', 'Local Community', 'Government']",Medium,"['Renewable Energy', 'Green Infrastructure']",Colorado,CO
Project_423,Construction,City_E,26.57,352.24,66.04,1.78,8833.98,Not Applicable,29.05,4380989,26,"['Local Community', 'Government', 'Local Community']",High,"['Renewable Energy', 'Renewable Energy']",Connecticut,CT
Project_424,Water Management,City_B,16.63,772.04,37.19,9.44,5828.28,Planned,53.12,4944216,35,"['Local Community', 'Private Sector', 'Local Community']",Low,"['Waste Management', 'Renewable Energy']",Delaware,DE
Project_425,Construction,City_C,79.94,618.87,25.98,3.77,5365.9,Not Applicable,79.88,9836660,33,"['Private Sector', 'Local Community', 'Environmental Organization']",Low,"['Waste Management', 'Waste Management']",District of Columbia,DC
Project_426,Water Management,City_D,87.39,847.27,87.61,1.19,3671.39,Planned,97.23,9163673,13,"['Government', 'Environmental Organization', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']",Florida,FL
Project_427,Construction,City_E,56.56,762.66,25.45,1.41,8971.76,Planned,7.7,7983409,42,"['Local Community', 'Government', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']",Georgia,GA
Project_428,Transportation,City_A,77.49,421.34,83.31,6.54,3895.31,Not Applicable,92.38,708173,51,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Low,"['Renewable Energy', 'Green Infrastructure']",Hawaii,HI
Project_429,Water Management,City_B,79.85,143.21,19.09,1.69,3508.5,Implemented,88.8,9458383,55,"['Environmental Organization', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Green Infrastructure']",Idaho,ID
Project_430,Construction,City_A,56.06,532.86,45.82,6.79,2137.76,Implemented,85.68,9966350,36,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Waste Management']",Illinois,IL
Project_431,Energy,City_A,6.51,268.42,67.46,7.19,3245.87,Implemented,83.35,310392,6,"['Environmental Organization', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Waste Management']",Indiana,IN
Project_432,Energy,City_E,81.99,536.05,43.27,4.5,3931.8,Implemented,61.07,9504493,32,"['Private Sector', 'Local Community', 'Private Sector']",Low,"['Waste Management', 'Waste Management']",Iowa,IA
Project_433,Water Management,City_D,39.34,188.72,94.44,0.91,4502.12,Not Applicable,28.22,2130263,37,"['Local Community', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Energy Efficiency']",Kansas,KS
Project_434,Energy,City_C,5.05,765.22,85.1,9.82,5922.17,Implemented,83.31,897334,12,"['Environmental Organization', 'Local Community', 'Government']",Low,"['Energy Efficiency', 'Waste Management']",Kentucky,KY
Project_435,Transportation,City_A,77.9,582.85,98.83,7.03,7576.96,Not Applicable,77.75,6646056,34,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Low,"['Renewable Energy', 'Waste Management']",Louisiana,LA
Project_436,Construction,City_E,98.22,101.58,61.29,7.47,3634.3,Not Applicable,83.94,4815333,54,"['Local Community', 'Government', 'Environmental Organization']",High,"['Green Infrastructure', 'Waste Management']",Maine,ME
Project_437,Water Management,City_D,21.36,632.53,81.62,1.2,5052.14,Planned,43.46,8816684,36,"['Environmental Organization', 'Local Community', 'Local Community']",High,"['Waste Management', 'Green Infrastructure']",Maryland,MD
Project_438,Energy,City_C,55.49,673.59,25.24,8.29,6345.99,Not Applicable,47.76,3922001,31,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Energy Efficiency', 'Green Infrastructure']",Massachusetts,MA
Project_439,Urban Development,City_A,22.29,115.57,49.41,8.47,5545.18,Planned,61.26,3117131,15,"['Private Sector', 'Government', 'Private Sector']",Low,"['Energy Efficiency', 'Renewable Energy']",Michigan,MI
Project_440,Construction,City_D,23.03,896.74,24.1,8.97,9398.75,Planned,90.2,4813421,29,"['Government', 'Environmental Organization', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']",Minnesota,MN
Project_441,Transportation,City_E,79.21,519.62,89.92,7.79,3147.67,Not Applicable,44.89,397233,59,"['Environmental Organization', 'Government', 'Government']",Medium,"['Renewable Energy', 'Energy Efficiency']",Mississippi,MS
Project_442,Energy,City_D,33.48,690.59,41.04,2.81,8116.5,Implemented,2.9,146251,56,"['Private Sector', 'Government', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']",Missouri,MO
Project_443,Water Management,City_B,49.77,447.77,15.09,4.84,6257.08,Planned,35.16,3525145,32,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Medium,"['Green Infrastructure', 'Renewable Energy']",Montana,MT
Project_444,Urban Development,City_B,98.12,968.1,18.97,6.96,8804.92,Implemented,46.21,3949450,8,"['Government', 'Government', 'Local Community']",High,"['Energy Efficiency', 'Waste Management']",Nebraska,NE
Project_445,Construction,City_A,98.3,731.36,54.1,1.52,4306.83,Implemented,25.67,264610,17,"['Local Community', 'Environmental Organization', 'Government']",Low,"['Renewable Energy', 'Green Infrastructure']",Nevada,NV
Project_446,Transportation,City_E,75.11,117.57,20.43,1.89,7212.39,Implemented,59.09,5447309,34,"['Government', 'Government', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Waste Management']",New Hampshire,NH
Project_447,Urban Development,City_D,62.31,277.91,64.33,2.24,9773.29,Implemented,10.25,5629046,30,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Waste Management', 'Energy Efficiency']",New Jersey,NJ
Project_448,Energy,City_E,32.02,391.12,16.62,2.26,9014.16,Implemented,4.88,5928730,30,"['Private Sector', 'Local Community', 'Environmental Organization']",Low,"['Green Infrastructure', 'Energy Efficiency']",New Mexico,NM
Project_449,Energy,City_A,18.36,383.78,63.5,9.57,7228.42,Planned,8.51,9008674,32,"['Local Community', 'Government', 'Government']",High,"['Renewable Energy', 'Green Infrastructure']",New York,NY
Project_450,Urban Development,City_B,11.94,985.19,25.56,9.24,5170.16,Implemented,84.22,106587,22,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Renewable Energy', 'Renewable Energy']",North Carolina,NC
Project_451,Urban Development,City_D,66.33,738.87,21.16,3.88,6250.62,Planned,69.76,7203112,57,"['Private Sector', 'Local Community', 'Local Community']",High,"['Waste Management', 'Green Infrastructure']",North Dakota,ND
Project_452,Water Management,City_C,11.03,458.52,19.16,0.45,6001.15,Implemented,56.69,6582009,44,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']",Ohio,OH
Project_453,Energy,City_E,32.28,456.54,92.11,5.64,3754.94,Implemented,89.99,981696,51,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Waste Management', 'Waste Management']",Oklahoma,OK
Project_454,Construction,City_B,88.58,792.35,54.17,0.93,5006.04,Not Applicable,26.94,509790,17,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Low,"['Energy Efficiency', 'Waste Management']",Oregon,OR
Project_455,Energy,City_B,24.18,479.1,65.57,1.47,6050.63,Implemented,12.87,5280241,34,"['Environmental Organization', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Energy Efficiency']",Pennsylvania,PA
Project_456,Transportation,City_D,16.35,900.47,94.6,1.49,1535.26,Not Applicable,59.46,888337,21,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Renewable Energy']",Rhode Island,RI
Project_457,Energy,City_E,83.89,918.76,88.76,0.82,8766.48,Not Applicable,36.8,5818511,54,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']",South Carolina,SC
Project_458,Water Management,City_E,15.08,165.14,24.25,8.56,8840.51,Not Applicable,47.76,271135,38,"['Private Sector', 'Local Community', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']",South Dakota,SD
Project_459,Water Management,City_E,37.08,454.34,27.72,9.3,5865.96,Not Applicable,5.92,2373790,29,"['Government', 'Environmental Organization', 'Government']",Medium,"['Waste Management', 'Green Infrastructure']",Tennessee,TN
Project_460,Urban Development,City_B,59.44,182.65,47.04,4.62,1308.03,Implemented,46.74,3729814,57,"['Government', 'Private Sector', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",Texas,TX
Project_461,Transportation,City_B,75.79,823.37,76,6.05,3552.47,Planned,62.41,1243988,41,"['Local Community', 'Private Sector', 'Local Community']",Medium,"['Energy Efficiency', 'Waste Management']",Utah,UT
Project_462,Urban Development,City_D,83.79,287.18,35.95,6.59,4045,Not Applicable,25.57,2774352,15,"['Government', 'Government', 'Government']",Medium,"['Energy Efficiency', 'Waste Management']",Vermont,VT
Project_463,Urban Development,City_D,81.84,755.94,38.17,4.65,9594.55,Not Applicable,82.36,4678665,55,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Low,"['Waste Management', 'Green Infrastructure']",Virginia,VA
Project_464,Urban Development,City_E,63.47,211.12,56.75,6.57,1796.18,Planned,89.78,6533836,31,"['Government', 'Local Community', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']",Washington,WA
Project_465,Urban Development,City_A,96.89,843.14,28.88,8.77,8273.64,Planned,76.25,207754,39,"['Local Community', 'Government', 'Private Sector']",Medium,"['Waste Management', 'Energy Efficiency']",West Virginia,WV
Project_466,Water Management,City_C,66.59,888.09,58.62,3.57,4387.53,Planned,8.27,3906157,13,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Medium,"['Renewable Energy', 'Renewable Energy']",Wisconsin,WI
Project_467,Construction,City_E,85.62,852.53,32.51,1.42,6616.66,Not Applicable,9.89,3294005,35,"['Local Community', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Renewable Energy']",Wyoming,WY
Project_468,Urban Development,City_A,56.96,831.96,91.76,1.34,8438.95,Planned,56.32,6207221,54,"['Local Community', 'Private Sector', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Puerto Rico,PR
Project_469,Construction,City_B,99.85,742.09,83.99,0.61,4618.52,Not Applicable,86.72,7604979,20,"['Private Sector', 'Local Community', 'Private Sector']",High,"['Renewable Energy', 'Waste Management']",Alabama,AL
Project_470,Water Management,City_C,62.23,946.86,92.64,0.51,2420.49,Planned,86.48,1449688,42,"['Private Sector', 'Environmental Organization', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']",Alaska,AK
Project_471,Water Management,City_E,39.2,411.29,59.53,7.81,6311.16,Planned,72.08,2659923,9,"['Government', 'Environmental Organization', 'Local Community']",Medium,"['Renewable Energy', 'Renewable Energy']",Arizona,AZ
Project_472,Urban Development,City_B,11.9,903.22,36.49,1.04,9723.89,Planned,21.77,5783029,43,"['Private Sector', 'Private Sector', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Arkansas,AR
Project_473,Construction,City_C,40.57,946.05,93.39,8.51,1957.71,Implemented,75.87,8891430,44,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Green Infrastructure']",California,CA
Project_474,Urban Development,City_C,68.65,522.12,60.38,1.63,7624.63,Not Applicable,50.81,7756588,50,"['Private Sector', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']",Colorado,CO
Project_475,Urban Development,City_E,82.47,551.27,47,5.93,7096.94,Not Applicable,17.69,6435712,31,"['Government', 'Local Community', 'Government']",Low,"['Green Infrastructure', 'Renewable Energy']",Connecticut,CT
Project_476,Water Management,City_B,78.22,428.16,63.75,4.22,9902.44,Not Applicable,49.99,4228759,55,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Energy Efficiency', 'Energy Efficiency']",Delaware,DE
Project_477,Construction,City_E,20.4,254.76,97.59,1.04,3880.73,Not Applicable,69.79,5439518,45,"['Government', 'Local Community', 'Government']",Low,"['Renewable Energy', 'Green Infrastructure']",District of Columbia,DC
Project_478,Urban Development,City_B,70.46,116.4,11.37,4.95,2002.02,Not Applicable,61.78,299867,43,"['Local Community', 'Local Community', 'Government']",High,"['Renewable Energy', 'Green Infrastructure']",Florida,FL
Project_479,Urban Development,City_D,49.72,968.3,21.97,0.39,7509.66,Not Applicable,17.27,6453859,59,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Medium,"['Renewable Energy', 'Renewable Energy']",Georgia,GA
Project_480,Construction,City_D,4.85,765.52,63.62,4.47,4218.34,Implemented,89.27,8067242,51,"['Government', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Renewable Energy']",Hawaii,HI
Project_481,Urban Development,City_D,15.19,778,62.98,4.88,1893.16,Implemented,49.35,660801,23,"['Local Community', 'Government', 'Environmental Organization']",High,"['Green Infrastructure', 'Renewable Energy']",Idaho,ID
Project_482,Energy,City_A,34.89,796.13,81.71,2.95,8139.92,Implemented,45.33,5035998,37,"['Environmental Organization', 'Government', 'Local Community']",Medium,"['Energy Efficiency', 'Green Infrastructure']",Illinois,IL
Project_483,Energy,City_B,43.61,168.63,67.37,8.69,1905.59,Implemented,71.25,3295877,19,"['Private Sector', 'Local Community', 'Private Sector']",Low,"['Waste Management', 'Green Infrastructure']",Indiana,IN
Project_484,Construction,City_B,58.23,895.28,17.98,8.68,2747.64,Implemented,22.69,7945784,9,"['Government', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Waste Management']",Iowa,IA
Project_485,Water Management,City_C,23.45,410.75,75.94,8.63,9129.58,Planned,17.9,6539378,13,"['Local Community', 'Environmental Organization', 'Local Community']",Medium,"['Waste Management', 'Green Infrastructure']",Kansas,KS
Project_486,Construction,City_A,95.5,488.51,30.83,9.72,1441.36,Not Applicable,31.14,7038805,18,"['Private Sector', 'Government', 'Environmental Organization']",Low,"['Renewable Energy', 'Energy Efficiency']",Kentucky,KY
Project_487,Transportation,City_D,63.88,176.81,88.55,7.01,7411.33,Not Applicable,15.15,5938990,45,"['Local Community', 'Local Community', 'Government']",Medium,"['Energy Efficiency', 'Energy Efficiency']",Louisiana,LA
Project_488,Construction,City_D,96.02,991.2,93.73,3.68,4726.89,Planned,78.61,9273328,40,"['Government', 'Private Sector', 'Local Community']",Medium,"['Renewable Energy', 'Energy Efficiency']",Maine,ME
Project_489,Water Management,City_E,57.26,834.8,60.48,8.24,9213.37,Planned,19.55,5740363,22,"['Private Sector', 'Government', 'Local Community']",Medium,"['Waste Management', 'Renewable Energy']",Maryland,MD
Project_490,Urban Development,City_A,35.02,517.88,52.24,8.67,9542.49,Implemented,15.11,709483,20,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Green Infrastructure', 'Green Infrastructure']",Massachusetts,MA
Project_491,Transportation,City_E,99.94,343.28,49.71,2.16,3232.9,Planned,9.47,3318168,57,"['Government', 'Government', 'Government']",High,"['Green Infrastructure', 'Waste Management']",Michigan,MI
Project_492,Transportation,City_C,34.5,484.17,84.81,3.89,1388.75,Planned,9.79,638345,57,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",High,"['Renewable Energy', 'Energy Efficiency']",Minnesota,MN
Project_493,Water Management,City_A,29.95,776.2,11.52,2.43,9197.43,Planned,82.4,9298474,52,"['Environmental Organization', 'Government', 'Environmental Organization']",Medium,"['Renewable Energy', 'Waste Management']",Mississippi,MS
Project_494,Water Management,City_C,61.97,368.39,35.12,1.53,6326.57,Not Applicable,91.29,1763531,48,"['Environmental Organization', 'Local Community', 'Private Sector']",Low,"['Energy Efficiency', 'Renewable Energy']",Missouri,MO
Project_495,Construction,City_E,44.49,915.48,80.98,5.53,4225.77,Planned,3.41,3968723,43,"['Local Community', 'Private Sector', 'Local Community']",Low,"['Green Infrastructure', 'Waste Management']",Montana,MT
Project_496,Transportation,City_C,9.25,527.87,23.35,7.4,7349.55,Implemented,46.52,9898147,53,"['Government', 'Environmental Organization', 'Private Sector']",High,"['Green Infrastructure', 'Renewable Energy']",Nebraska,NE
Project_497,Construction,City_E,58.38,901.53,55.49,1.86,2317.53,Implemented,13.85,5020498,33,"['Private Sector', 'Local Community', 'Local Community']",High,"['Green Infrastructure', 'Green Infrastructure']",Nevada,NV
Project_498,Transportation,City_E,59.81,912.7,69.18,5.4,4345.27,Planned,68.46,4843435,33,"['Environmental Organization', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Renewable Energy']",New Hampshire,NH
Project_499,Urban Development,City_A,99.46,808.29,54.27,7.6,1576.94,Implemented,15.88,8620038,52,"['Local Community', 'Environmental Organization', 'Local Community']",Medium,"['Renewable Energy', 'Green Infrastructure']",New Jersey,NJ
Project_500,Energy,City_B,73.31,767.31,87.89,4.06,2138.61,Implemented,73.26,2004936,12,"['Environmental Organization', 'Local Community', 'Local Community']",Low,"['Renewable Energy', 'Renewable Energy']",New Mexico,NM
Project_501,Water Management,City_D,72.74,795.56,11.12,3.79,6079.17,Not Applicable,90.59,1699939,20,"['Environmental Organization', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",New York,NY
Project_502,Water Management,City_C,97.94,764.08,78.53,9.86,8660.4,Implemented,26.66,9957683,20,"['Government', 'Government', 'Local Community']",High,"['Renewable Energy', 'Renewable Energy']",North Carolina,NC
Project_503,Transportation,City_E,72.95,945.16,44.96,6.27,9223.61,Implemented,45.83,781299,8,"['Local Community', 'Environmental Organization', 'Government']",Low,"['Green Infrastructure', 'Renewable Energy']",North Dakota,ND
Project_504,Transportation,City_D,16.69,224.36,40.1,2.38,2845.87,Not Applicable,56.7,2392221,12,"['Local Community', 'Private Sector', 'Government']",High,"['Waste Management', 'Renewable Energy']",Ohio,OH
Project_505,Water Management,City_D,14.84,912.28,73.08,3.31,4122.92,Planned,57,5093787,20,"['Local Community', 'Private Sector', 'Environmental Organization']",Medium,"['Renewable Energy', 'Renewable Energy']",Oklahoma,OK
Project_506,Construction,City_A,4.69,998.54,88.16,7.72,1934.45,Not Applicable,62.28,2931676,60,"['Local Community', 'Local Community', 'Government']",Medium,"['Waste Management', 'Energy Efficiency']",Oregon,OR
Project_507,Urban Development,City_E,35.14,474.48,22.35,9.98,4512.47,Not Applicable,44.89,4852708,8,"['Government', 'Environmental Organization', 'Environmental Organization']",Medium,"['Renewable Energy', 'Waste Management']",Pennsylvania,PA
Project_508,Water Management,City_C,55.48,972.24,36.68,3.03,9255.69,Not Applicable,48.77,2783080,17,"['Government', 'Local Community', 'Private Sector']",Low,"['Green Infrastructure', 'Green Infrastructure']",Rhode Island,RI
Project_509,Transportation,City_E,19,491.19,43.56,1.02,1346.57,Not Applicable,3.52,6426549,12,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']",South Carolina,SC
Project_510,Water Management,City_E,77.26,991.96,52.17,4.42,7460.7,Not Applicable,5.1,4681461,56,"['Private Sector', 'Private Sector', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']",South Dakota,SD
Project_511,Transportation,City_C,55.03,696.05,89.2,9.51,9026.96,Implemented,20.19,4664194,18,"['Local Community', 'Private Sector', 'Private Sector']",High,"['Renewable Energy', 'Green Infrastructure']",Tennessee,TN
Project_512,Transportation,City_A,65.18,769.9,53.04,4.01,9635.41,Planned,6.08,7863858,38,"['Environmental Organization', 'Government', 'Environmental Organization']",Low,"['Green Infrastructure', 'Waste Management']",Texas,TX
Project_513,Construction,City_E,98.86,982.68,60.59,8.97,3995.9,Implemented,37.06,6373229,43,"['Private Sector', 'Government', 'Private Sector']",Medium,"['Waste Management', 'Energy Efficiency']",Utah,UT
Project_514,Transportation,City_E,18.76,252.32,60.92,5.65,8716.19,Planned,24.7,9632279,19,"['Local Community', 'Environmental Organization', 'Private Sector']",Medium,"['Energy Efficiency', 'Energy Efficiency']",Vermont,VT
Project_515,Water Management,City_B,16.68,385.28,55.54,6.12,9210.38,Implemented,42.59,3155404,20,"['Government', 'Local Community', 'Local Community']",Medium,"['Waste Management', 'Waste Management']",Virginia,VA
Project_516,Energy,City_A,91.88,705.38,48.89,9.38,4200.12,Planned,46.44,3995983,27,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']",Washington,WA
Project_517,Construction,City_D,69.82,298.43,94.06,9.41,4020.02,Planned,65.95,8397635,52,"['Private Sector', 'Government', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Green Infrastructure']",West Virginia,WV
Project_518,Construction,City_D,3.79,310.95,71.13,3.68,7345.23,Planned,61.55,8631230,51,"['Private Sector', 'Local Community', 'Private Sector']",High,"['Green Infrastructure', 'Green Infrastructure']",Wisconsin,WI
Project_519,Energy,City_E,7.52,236.71,21.61,8.85,2403.32,Not Applicable,44.59,9366121,18,"['Private Sector', 'Environmental Organization', 'Local Community']",Medium,"['Renewable Energy', 'Waste Management']",Wyoming,WY
Project_520,Water Management,City_B,3.17,534.6,32.99,0.29,6762.04,Planned,17.59,4152429,44,"['Private Sector', 'Local Community', 'Private Sector']",Low,"['Green Infrastructure', 'Green Infrastructure']",Puerto Rico,PR
