Project_ID,Project_Type,Location,Area_Impacted,Air_Emissions,Water_Pollution,Habitat_Loss,Carbon_Footprint,Mitigation_Plan,Impact_Score,Budget,Duration,Stakeholders,Public_Acceptance,Sustainability_Practices,States,States_Code
Project_4249,Energy,City_C,10.22,453.71,86.56,7.02,7993.79,Not Applicable,81.11,7721230,39,"['Private Sector', 'Government', 'Local Community']",Medium,"['Energy Efficiency', 'Waste Management']",Oklahoma,OK
Project_4250,Construction,City_E,34.73,725.27,12.7,8.77,3684.26,Not Applicable,75.91,5325695,31,"['Local Community', 'Government', 'Private Sector']",Low,"['Green Infrastructure', 'Renewable Energy']",Oregon,OR
Project_4251,Energy,City_C,45.99,283.12,14.53,9.52,2363.77,Implemented,45.33,3967129,39,"['Local Community', 'Local Community', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Pennsylvania,PA
Project_4252,Water Management,City_B,88,934.71,64.25,8.36,8969.5,Planned,38.84,3515357,53,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Renewable Energy', 'Green Infrastructure']",Rhode Island,RI
Project_4253,Transportation,City_B,98.53,412.68,58.49,4.29,3364.93,Implemented,38.57,1290314,49,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']",South Carolina,SC
Project_4254,Energy,City_A,67.92,911.72,26.24,6.12,1221.81,Not Applicable,72.42,8248878,14,"['Private Sector', 'Government', 'Private Sector']",Low,"['Waste Management', 'Energy Efficiency']",South Dakota,SD
Project_4255,Water Management,City_C,66.7,791.16,79.32,1.5,5506.36,Implemented,35.43,1519156,15,"['Environmental Organization', 'Government', 'Environmental Organization']",High,"['Energy Efficiency', 'Waste Management']",Tennessee,TN
Project_4256,Urban Development,City_A,63.75,631.11,44.05,9.88,4541.93,Not Applicable,9.19,6852166,57,"['Private Sector', 'Local Community', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Energy Efficiency']",Texas,TX
Project_4257,Urban Development,City_E,76.81,282.44,69.73,8.41,9532.57,Planned,41.04,1334468,43,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Medium,"['Waste Management', 'Energy Efficiency']",Utah,UT
Project_4258,Energy,City_D,48.58,616.49,78.69,4.79,3128.08,Implemented,41.65,1835766,51,"['Private Sector', 'Local Community', 'Environmental Organization']",High,"['Renewable Energy', 'Renewable Energy']",Vermont,VT
Project_4259,Construction,City_A,68.36,398.28,63.89,1.35,6415.73,Planned,68.16,3924183,52,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Waste Management']",Virginia,VA
Project_4260,Transportation,City_B,21.06,875.34,49.27,2.46,8049.54,Not Applicable,36.46,5488991,43,"['Private Sector', 'Environmental Organization', 'Private Sector']",High,"['Waste Management', 'Energy Efficiency']",Washington,WA
Project_4261,Energy,City_D,9.31,250.6,10.37,1.71,7069.31,Planned,48.81,5734094,47,"['Government', 'Private Sector', 'Government']",Medium,"['Energy Efficiency', 'Green Infrastructure']",West Virginia,WV
Project_4262,Transportation,City_B,26.62,495.66,70.06,0.53,6481.97,Planned,24.8,145400,55,"['Government', 'Government', 'Private Sector']",Low,"['Waste Management', 'Waste Management']",Wisconsin,WI
Project_4263,Energy,City_E,40.77,908.01,37.61,9.82,9229.66,Planned,20.96,4601259,32,"['Government', 'Private Sector', 'Private Sector']",Low,"['Waste Management', 'Waste Management']",Wyoming,WY
Project_4264,Transportation,City_C,38.52,885.36,11.37,4.12,5368.97,Implemented,35.61,8747638,53,"['Local Community', 'Government', 'Private Sector']",High,"['Waste Management', 'Energy Efficiency']",Puerto Rico,PR
Project_4265,Water Management,City_B,10.82,778.52,71.5,8.44,9948.33,Implemented,27.52,833878,51,"['Government', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Waste Management']",Alabama,AL
Project_4266,Transportation,City_B,50.88,368.89,47.52,7.19,8681.18,Implemented,63.47,4290682,18,"['Local Community', 'Government', 'Government']",Medium,"['Waste Management', 'Waste Management']",Alaska,AK
Project_4267,Energy,City_B,69.14,594.38,67.85,1.65,1601.31,Planned,18.94,5974854,47,"['Government', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Waste Management']",Arizona,AZ
Project_4268,Urban Development,City_D,88.05,831.2,33.28,5.75,9345.59,Planned,93.38,2279252,47,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",High,"['Waste Management', 'Waste Management']",Arkansas,AR
Project_4269,Energy,City_D,94.41,968.98,98.36,3.87,2762,Implemented,22.71,6893663,42,"['Local Community', 'Environmental Organization', 'Private Sector']",Medium,"['Energy Efficiency', 'Energy Efficiency']",California,CA
Project_4270,Transportation,City_E,40.36,606.9,42.62,6.28,6436.5,Not Applicable,82.18,2375321,6,"['Environmental Organization', 'Environmental Organization', 'Government']",High,"['Renewable Energy', 'Green Infrastructure']",Colorado,CO
Project_4271,Energy,City_A,87.59,984.73,31.83,8.07,1554.3,Not Applicable,22.66,8226055,37,"['Government', 'Government', 'Government']",Low,"['Energy Efficiency', 'Waste Management']",Connecticut,CT
Project_4272,Urban Development,City_D,24.86,276.66,53.28,8.54,3364.72,Planned,55.9,689967,7,"['Government', 'Environmental Organization', 'Private Sector']",Medium,"['Renewable Energy', 'Waste Management']",Delaware,DE
Project_4273,Construction,City_E,67.71,357.26,55.1,1.3,4029.92,Planned,98.91,871110,20,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Energy Efficiency', 'Waste Management']",District of Columbia,DC
Project_4274,Urban Development,City_D,79.19,689.18,32.47,3.97,1102.69,Not Applicable,92.06,6251105,24,"['Local Community', 'Environmental Organization', 'Government']",Medium,"['Renewable Energy', 'Energy Efficiency']",Florida,FL
Project_4275,Energy,City_D,47.7,194.81,81.3,2.74,4217,Planned,75.47,1851393,49,"['Local Community', 'Environmental Organization', 'Local Community']",Medium,"['Waste Management', 'Renewable Energy']",Georgia,GA
Project_4276,Energy,City_C,96.74,173.99,53.25,9.63,8499.92,Not Applicable,73.15,787622,33,"['Private Sector', 'Local Community', 'Private Sector']",High,"['Green Infrastructure', 'Waste Management']",Hawaii,HI
Project_4277,Water Management,City_C,70.05,568.98,87.88,5.49,1469.03,Implemented,39,1296374,21,"['Private Sector', 'Private Sector', 'Government']",Medium,"['Green Infrastructure', 'Waste Management']",Idaho,ID
Project_4278,Urban Development,City_C,97.46,327.21,80.76,1.04,3369.89,Not Applicable,3.05,8372427,36,"['Government', 'Government', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']",Illinois,IL
Project_4279,Urban Development,City_E,22.83,899.94,16.25,3.99,4516.92,Not Applicable,23.68,986296,13,"['Government', 'Local Community', 'Local Community']",Low,"['Waste Management', 'Energy Efficiency']",Indiana,IN
Project_4280,Transportation,City_C,69.15,637.69,75.3,6.38,4772.38,Not Applicable,25.18,4425209,40,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Energy Efficiency', 'Renewable Energy']",Iowa,IA
Project_4281,Water Management,City_A,84.74,421.49,45.89,7.33,4893.61,Not Applicable,24.91,4020792,20,"['Government', 'Local Community', 'Government']",Low,"['Renewable Energy', 'Energy Efficiency']",Kansas,KS
Project_4282,Water Management,City_A,94.62,440.53,82.21,2.98,2646.53,Planned,61.51,8946628,30,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",High,"['Energy Efficiency', 'Green Infrastructure']",Kentucky,KY
Project_4283,Transportation,City_B,78.57,262.62,31.53,3.87,3962.9,Planned,3.72,9969768,42,"['Local Community', 'Government', 'Private Sector']",Low,"['Waste Management', 'Renewable Energy']",Louisiana,LA
Project_4284,Water Management,City_A,8.11,704.81,78.93,5.88,8959.2,Planned,39.31,3727008,42,"['Private Sector', 'Government', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']",Maine,ME
Project_4285,Construction,City_C,75.59,297.91,96.46,4.57,2357.5,Planned,92.96,3075285,23,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Medium,"['Waste Management', 'Waste Management']",Maryland,MD
Project_4286,Transportation,City_E,7.56,697.08,19.79,7.43,3009.08,Not Applicable,36.73,5492239,50,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']",Massachusetts,MA
Project_4287,Construction,City_B,37.39,414.39,71.77,8.93,9045.53,Implemented,50.15,7293541,53,"['Government', 'Local Community', 'Local Community']",Medium,"['Energy Efficiency', 'Waste Management']",Michigan,MI
Project_4288,Transportation,City_E,14.04,545.37,35.17,9.57,2646.97,Planned,59.92,4810110,20,"['Government', 'Government', 'Government']",Low,"['Renewable Energy', 'Waste Management']",Minnesota,MN
Project_4289,Construction,City_C,37.44,454.22,50.9,1.14,8133.37,Not Applicable,17.85,3014829,30,"['Government', 'Government', 'Private Sector']",Medium,"['Renewable Energy', 'Energy Efficiency']",Mississippi,MS
Project_4290,Energy,City_D,78.48,222.17,34.47,6.04,7001.74,Not Applicable,5.56,4320696,9,"['Private Sector', 'Government', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Green Infrastructure']",Missouri,MO
Project_4291,Energy,City_D,93.58,510.96,37.44,3.33,7095.72,Implemented,32.15,2087621,48,"['Local Community', 'Local Community', 'Private Sector']",Medium,"['Renewable Energy', 'Energy Efficiency']",Montana,MT
Project_4292,Urban Development,City_E,94.57,875.67,30.85,1.52,9595.68,Implemented,73.37,3883986,25,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Renewable Energy', 'Energy Efficiency']",Nebraska,NE
Project_4293,Energy,City_C,60.35,396.26,14.6,8.36,9474.92,Implemented,97.35,2426063,54,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Green Infrastructure', 'Green Infrastructure']",Nevada,NV
Project_4294,Water Management,City_D,55.42,805.52,25.7,2.74,9676.71,Not Applicable,99.89,7219529,31,"['Private Sector', 'Environmental Organization', 'Government']",High,"['Waste Management', 'Renewable Energy']",New Hampshire,NH
Project_4295,Construction,City_B,54.69,242.09,86.91,8.29,4305.32,Not Applicable,46.46,904981,11,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Waste Management', 'Waste Management']",New Jersey,NJ
Project_4296,Water Management,City_B,17.76,956.1,69.52,2.75,1372.27,Implemented,53.11,8422099,32,"['Private Sector', 'Environmental Organization', 'Government']",High,"['Green Infrastructure', 'Renewable Energy']",New Mexico,NM
Project_4297,Construction,City_C,40.57,125.44,14.66,2.02,2714.78,Planned,49.94,9437798,20,"['Local Community', 'Government', 'Private Sector']",Medium,"['Energy Efficiency', 'Green Infrastructure']",New York,NY
Project_4298,Urban Development,City_D,99.32,811.17,57.58,5.41,6829.72,Implemented,99.43,8382666,57,"['Local Community', 'Private Sector', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",North Carolina,NC
Project_4299,Transportation,City_C,13.23,287.38,83.51,2.52,4867.22,Implemented,63.56,2455952,24,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Green Infrastructure']",North Dakota,ND
Project_4300,Transportation,City_D,64.58,872.26,71.32,2.21,1212.71,Not Applicable,55.48,8224597,38,"['Local Community', 'Private Sector', 'Environmental Organization']",Medium,"['Waste Management', 'Renewable Energy']",Ohio,OH
Project_4301,Transportation,City_C,18.9,697.06,64.36,6.76,3479.81,Implemented,36.53,8916648,10,"['Local Community', 'Local Community', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']",Oklahoma,OK
Project_4302,Construction,City_D,9.62,322.72,48.02,5.88,3844.97,Implemented,87.5,4244064,26,"['Government', 'Environmental Organization', 'Government']",High,"['Waste Management', 'Renewable Energy']",Oregon,OR
Project_4303,Energy,City_A,71,755.19,88.15,7.54,2758.88,Not Applicable,28.16,913820,22,"['Government', 'Private Sector', 'Environmental Organization']",Low,"['Renewable Energy', 'Renewable Energy']",Pennsylvania,PA
Project_4304,Water Management,City_E,69.21,251.41,90.16,8.67,5593.16,Implemented,15.89,3420513,16,"['Local Community', 'Government', 'Local Community']",Medium,"['Waste Management', 'Green Infrastructure']",Rhode Island,RI
Project_4305,Transportation,City_D,31.02,789.86,47.06,2.62,1484.93,Implemented,42.93,3435795,30,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Waste Management', 'Waste Management']",South Carolina,SC
Project_4306,Water Management,City_B,91.29,458.09,27.5,7.17,5023.68,Not Applicable,80.39,4669646,12,"['Private Sector', 'Environmental Organization', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']",South Dakota,SD
Project_4307,Transportation,City_B,31.26,557.28,92.44,7.93,2619.25,Planned,91.73,6478899,12,"['Local Community', 'Government', 'Local Community']",Low,"['Waste Management', 'Energy Efficiency']",Tennessee,TN
Project_4308,Energy,City_B,41.61,264.74,60.44,3.33,9899.1,Not Applicable,38.79,1819449,11,"['Private Sector', 'Local Community', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']",Texas,TX
Project_4309,Water Management,City_D,35.72,690.26,12.48,0.43,4040.54,Planned,22.78,104421,20,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Green Infrastructure', 'Energy Efficiency']",Utah,UT
Project_4310,Energy,City_A,84.45,979.09,59.92,2.17,4005.16,Not Applicable,70.01,6604166,47,"['Private Sector', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Waste Management']",Vermont,VT
Project_4311,Energy,City_E,4.17,616.49,47.19,8.71,6697.85,Implemented,71.54,5879253,41,"['Environmental Organization', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']",Virginia,VA
Project_4312,Construction,City_C,74.81,219.69,52.18,1.07,2651.54,Not Applicable,67.22,3021379,16,"['Local Community', 'Government', 'Government']",High,"['Waste Management', 'Green Infrastructure']",Washington,WA
Project_4313,Transportation,City_A,68.73,441.34,34.88,9.46,7755.88,Planned,85.55,7661011,26,"['Local Community', 'Government', 'Environmental Organization']",High,"['Renewable Energy', 'Renewable Energy']",West Virginia,WV
Project_4314,Urban Development,City_B,73.31,858.24,12.1,6.32,8319.04,Planned,89.55,5621469,9,"['Government', 'Private Sector', 'Private Sector']",High,"['Renewable Energy', 'Green Infrastructure']",Wisconsin,WI
Project_4315,Construction,City_B,36.62,188.37,89.83,4.27,1956.44,Not Applicable,82,814117,54,"['Local Community', 'Private Sector', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']",Wyoming,WY
Project_4316,Water Management,City_C,94.17,661.77,59.85,3.7,8400.75,Not Applicable,86.89,8654532,36,"['Private Sector', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Waste Management']",Puerto Rico,PR
Project_4317,Urban Development,City_B,73.11,887.36,30.76,6.66,4864.09,Planned,23.09,7792778,14,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Waste Management']",Alabama,AL
Project_4318,Urban Development,City_E,47.26,736.88,33.99,4.45,7785.88,Planned,22.9,1327267,53,"['Private Sector', 'Private Sector', 'Government']",Low,"['Green Infrastructure', 'Energy Efficiency']",Alaska,AK
Project_4319,Urban Development,City_E,47.76,969.76,92.22,3.66,2166.49,Planned,99.21,8147780,20,"['Government', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Energy Efficiency']",Arizona,AZ
Project_4320,Construction,City_D,34.83,912.89,31.89,6.92,8998.58,Planned,68.28,8845525,32,"['Private Sector', 'Government', 'Local Community']",Medium,"['Waste Management', 'Energy Efficiency']",Arkansas,AR
Project_4321,Transportation,City_E,4.81,634.5,25.43,8.71,9871.78,Not Applicable,7.34,4069109,54,"['Private Sector', 'Local Community', 'Private Sector']",High,"['Green Infrastructure', 'Renewable Energy']",California,CA
Project_4322,Energy,City_A,45.22,884.41,51.09,9.6,9223.7,Not Applicable,27.52,169976,59,"['Local Community', 'Environmental Organization', 'Environmental Organization']",High,"['Green Infrastructure', 'Waste Management']",Colorado,CO
Project_4323,Construction,City_D,30.53,117.83,82.85,7.45,1731.16,Not Applicable,23.5,9093802,19,"['Local Community', 'Government', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']",Connecticut,CT
Project_4324,Water Management,City_A,8.8,144.48,18.78,4.37,9603.59,Planned,60.08,3544448,51,"['Environmental Organization', 'Government', 'Local Community']",Medium,"['Renewable Energy', 'Waste Management']",Delaware,DE
Project_4325,Water Management,City_D,66.52,662.26,59.48,5.1,3611.03,Planned,35.04,7442920,59,"['Environmental Organization', 'Private Sector', 'Local Community']",High,"['Renewable Energy', 'Green Infrastructure']",District of Columbia,DC
Project_4326,Transportation,City_B,40.11,547.61,13.16,1.59,5862.42,Not Applicable,74.02,2169294,13,"['Local Community', 'Local Community', 'Local Community']",Medium,"['Waste Management', 'Renewable Energy']",Florida,FL
Project_4327,Transportation,City_B,75.07,905.14,97.71,7.04,5205,Implemented,40.49,7400042,40,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Green Infrastructure']",Georgia,GA
Project_4328,Water Management,City_B,20.92,326.86,31.72,3.1,9853.54,Implemented,85.1,7226662,44,"['Environmental Organization', 'Government', 'Government']",High,"['Energy Efficiency', 'Renewable Energy']",Hawaii,HI
Project_4329,Energy,City_E,46.51,766.74,16.16,2.49,7642.37,Implemented,56.51,6308173,56,"['Environmental Organization', 'Private Sector', 'Private Sector']",Medium,"['Energy Efficiency', 'Renewable Energy']",Idaho,ID
Project_4330,Transportation,City_C,86.68,747.47,77.36,3.72,1216.06,Implemented,59.42,6859866,9,"['Environmental Organization', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Renewable Energy']",Illinois,IL
Project_4331,Urban Development,City_C,26.24,478.76,87.61,6.56,7086.06,Planned,43.94,3216252,59,"['Government', 'Government', 'Government']",Low,"['Waste Management', 'Renewable Energy']",Indiana,IN
Project_4332,Urban Development,City_B,51.25,780.08,87.65,5.91,4358.11,Not Applicable,1.2,5198946,21,"['Private Sector', 'Local Community', 'Government']",Low,"['Renewable Energy', 'Waste Management']",Iowa,IA
Project_4333,Urban Development,City_C,83.33,849.32,10.75,5.53,7719.91,Planned,53.27,3253274,59,"['Local Community', 'Local Community', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']",Kansas,KS
Project_4334,Construction,City_B,45.86,669.62,75.99,6.8,1541.86,Implemented,75.99,9888758,8,"['Government', 'Government', 'Local Community']",Medium,"['Waste Management', 'Green Infrastructure']",Kentucky,KY
Project_4335,Transportation,City_A,26.86,446.37,79.2,2.26,5328.44,Planned,55.12,6779575,58,"['Private Sector', 'Environmental Organization', 'Private Sector']",Medium,"['Energy Efficiency', 'Energy Efficiency']",Louisiana,LA
Project_4336,Transportation,City_C,67.02,825.54,94.8,2.77,4744.61,Planned,99.63,9361017,26,"['Private Sector', 'Government', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']",Maine,ME
Project_4337,Urban Development,City_B,46.97,634.82,50.61,0.83,1107.42,Planned,1.78,1874873,28,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Energy Efficiency']",Maryland,MD
Project_4338,Transportation,City_D,51.17,947.82,16.53,6.92,7821.79,Implemented,2.72,3969766,26,"['Environmental Organization', 'Private Sector', 'Private Sector']",Medium,"['Renewable Energy', 'Green Infrastructure']",Massachusetts,MA
Project_4339,Urban Development,City_C,2.92,256.82,61.64,4.88,3921.63,Implemented,67.21,9882014,18,"['Local Community', 'Environmental Organization', 'Private Sector']",Low,"['Green Infrastructure', 'Waste Management']",Michigan,MI
Project_4340,Urban Development,City_B,1.4,329.82,94.04,3.68,4601.02,Not Applicable,87.03,4050639,48,"['Environmental Organization', 'Local Community', 'Government']",Medium,"['Waste Management', 'Waste Management']",Minnesota,MN
Project_4341,Urban Development,City_D,44.42,862.57,97.74,8.21,7584.26,Planned,25.85,6066854,25,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Medium,"['Renewable Energy', 'Renewable Energy']",Mississippi,MS
Project_4342,Urban Development,City_C,32.72,621.7,61.24,3.33,9611.87,Not Applicable,55.53,2836460,56,"['Private Sector', 'Government', 'Government']",Medium,"['Waste Management', 'Green Infrastructure']",Missouri,MO
Project_4343,Construction,City_A,30.18,629.15,10.54,7,1176.37,Implemented,89.37,3594261,39,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Green Infrastructure', 'Energy Efficiency']",Montana,MT
Project_4344,Construction,City_C,82.52,177.63,66.08,2.79,1556.8,Planned,21.11,9828806,43,"['Government', 'Local Community', 'Environmental Organization']",Low,"['Green Infrastructure', 'Waste Management']",Nebraska,NE
Project_4345,Water Management,City_D,66.81,972.54,37.22,4.7,2250.55,Implemented,40.18,9157567,29,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Energy Efficiency', 'Renewable Energy']",Nevada,NV
Project_4346,Transportation,City_A,26.75,382.68,53.02,8.16,4265.73,Planned,11.47,2334537,57,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Waste Management', 'Energy Efficiency']",New Hampshire,NH
Project_4347,Transportation,City_D,23.52,764.84,97.81,7.31,7661.48,Not Applicable,3.21,5682431,15,"['Government', 'Environmental Organization', 'Government']",High,"['Green Infrastructure', 'Energy Efficiency']",New Jersey,NJ
Project_4348,Water Management,City_A,14.15,264.81,79.89,2.3,5396.25,Not Applicable,99.09,6811945,36,"['Local Community', 'Government', 'Environmental Organization']",High,"['Green Infrastructure', 'Energy Efficiency']",New Mexico,NM
Project_4349,Energy,City_D,84.38,904.18,65.7,6.16,2429.77,Not Applicable,63.08,2349802,50,"['Government', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Waste Management']",New York,NY
Project_4350,Construction,City_D,28.92,946.06,24.47,9.45,5721.76,Planned,12.39,2293221,44,"['Local Community', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Waste Management']",North Carolina,NC
Project_4351,Construction,City_C,13.44,876.23,11.14,1.98,8663.06,Implemented,60.57,2776214,19,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Energy Efficiency', 'Waste Management']",North Dakota,ND
Project_4352,Energy,City_E,69.74,467.43,95.66,4.5,6510.53,Planned,35.34,2987941,42,"['Local Community', 'Private Sector', 'Government']",Medium,"['Energy Efficiency', 'Waste Management']",Ohio,OH
Project_4353,Transportation,City_B,35.56,550.63,61.8,0.89,5591.19,Implemented,44.28,4341843,43,"['Private Sector', 'Government', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",Oklahoma,OK
Project_4354,Construction,City_C,98.12,236.19,16.78,1.62,4492.54,Not Applicable,43,4209915,38,"['Government', 'Environmental Organization', 'Environmental Organization']",Medium,"['Waste Management', 'Green Infrastructure']",Oregon,OR
Project_4355,Urban Development,City_D,44.29,281.47,48.71,9.63,2585.16,Not Applicable,97.21,5873288,55,"['Private Sector', 'Private Sector', 'Environmental Organization']",Low,"['Renewable Energy', 'Renewable Energy']",Pennsylvania,PA
Project_4356,Transportation,City_C,24.51,541.26,71.32,8.66,9671.07,Planned,42.67,7179302,47,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Renewable Energy', 'Renewable Energy']",Rhode Island,RI
Project_4357,Water Management,City_E,39.28,119.84,58.38,9.93,7403.45,Planned,66.29,3736695,21,"['Government', 'Government', 'Private Sector']",Medium,"['Green Infrastructure', 'Waste Management']",South Carolina,SC
Project_4358,Energy,City_B,1.06,648.21,64.54,5.17,9476.81,Implemented,40.18,382712,51,"['Private Sector', 'Environmental Organization', 'Government']",Medium,"['Energy Efficiency', 'Waste Management']",South Dakota,SD
Project_4359,Water Management,City_D,45.84,325.96,96.06,2.74,1928.84,Planned,38.95,3815387,44,"['Local Community', 'Local Community', 'Environmental Organization']",Medium,"['Renewable Energy', 'Green Infrastructure']",Tennessee,TN
Project_4360,Water Management,City_A,8.37,228.19,37.62,2.09,7452.56,Not Applicable,72.63,6924077,24,"['Government', 'Local Community', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']",Texas,TX
Project_4361,Energy,City_C,75.54,114.87,94.08,7.18,1446.65,Planned,72.93,3449326,23,"['Government', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Green Infrastructure']",Utah,UT
Project_4362,Urban Development,City_B,85.88,594.48,35.01,8.07,3730.76,Planned,10.89,6422849,24,"['Government', 'Environmental Organization', 'Environmental Organization']",Medium,"['Waste Management', 'Green Infrastructure']",Vermont,VT
Project_4363,Transportation,City_E,65.55,695.71,72.55,2.42,7770.84,Planned,74.48,9100100,10,"['Environmental Organization', 'Government', 'Government']",Low,"['Green Infrastructure', 'Green Infrastructure']",Virginia,VA
Project_4364,Water Management,City_D,77.78,984.1,60.52,6.72,5647.96,Planned,50.22,9618602,49,"['Government', 'Government', 'Government']",Medium,"['Green Infrastructure', 'Waste Management']",Washington,WA
Project_4365,Water Management,City_C,9.54,294.66,90.34,3.6,8170.78,Not Applicable,24.35,8946862,33,"['Government', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Green Infrastructure']",West Virginia,WV
Project_4366,Construction,City_C,74.8,752.01,87.41,7.21,3662.37,Not Applicable,47.78,1547553,58,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']",Wisconsin,WI
Project_4367,Urban Development,City_A,4.75,431.01,13.88,8.61,3155.72,Not Applicable,79.55,814423,47,"['Local Community', 'Environmental Organization', 'Private Sector']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Wyoming,WY
Project_4368,Energy,City_A,39.56,952.44,93.12,9.39,7587.54,Planned,8.77,9158182,24,"['Government', 'Private Sector', 'Government']",Medium,"['Renewable Energy', 'Waste Management']",Puerto Rico,PR
Project_4369,Urban Development,City_A,34.33,370.42,33.22,3.72,9502.05,Not Applicable,85.32,8530305,21,"['Environmental Organization', 'Government', 'Local Community']",High,"['Renewable Energy', 'Waste Management']",Alabama,AL
Project_4370,Construction,City_B,96.45,322.48,64.38,1.68,6756.29,Not Applicable,43.22,2077568,19,"['Government', 'Private Sector', 'Environmental Organization']",Low,"['Waste Management', 'Waste Management']",Alaska,AK
Project_4371,Construction,City_E,47.05,339.92,57.58,7.94,5197,Planned,14.05,2587566,31,"['Environmental Organization', 'Local Community', 'Private Sector']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Arizona,AZ
Project_4372,Construction,City_D,24.36,586.3,38.29,6.35,9684.34,Not Applicable,90.23,8715827,44,"['Private Sector', 'Government', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']",Arkansas,AR
Project_4373,Transportation,City_A,79.27,353.52,72.36,2.34,9792.85,Not Applicable,20.48,7071001,30,"['Government', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Waste Management']",California,CA
Project_4374,Urban Development,City_C,50.42,969.53,28.64,9.98,1380.64,Implemented,82.47,1792089,51,"['Government', 'Government', 'Private Sector']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Colorado,CO
Project_4375,Construction,City_C,37.86,183.44,51.09,4.82,8966.36,Implemented,60.41,6496122,7,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",Connecticut,CT
Project_4376,Construction,City_A,65.49,721.13,55.87,3.48,7775.01,Implemented,32.17,3146503,31,"['Government', 'Private Sector', 'Government']",Low,"['Green Infrastructure', 'Waste Management']",Delaware,DE
Project_4377,Urban Development,City_E,13.19,229.95,74.4,2.42,9706.26,Not Applicable,73.49,3546811,44,"['Local Community', 'Private Sector', 'Private Sector']",Low,"['Waste Management', 'Renewable Energy']",District of Columbia,DC
Project_4378,Construction,City_D,19.03,600.41,64.99,9.39,2522.78,Not Applicable,72.39,1434733,27,"['Local Community', 'Private Sector', 'Government']",Low,"['Green Infrastructure', 'Energy Efficiency']",Florida,FL
